Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Aitraaz,12-Nov-04,1.18,4.46,7.66,15.58
Vaastu Shastra,22-Oct-04,0.92,2.68,4.2,6.95
Tauba Tauba,1-Oct-04,0.42,1.21,1.99,3.62
Tumsa Nahin Dekha,24-Sep-04,0.54,1.51,2.37,3.47
Madhoshi,24-Sep-04,0.5,1.45,2.2,3.07
Dil Ne Jise Apna Kahaa,10-Sep-04,1.09,3.22,4.95,6.85
Rakht,3-Sep-04,1.19,3,4.24,5.34
Phir Milenge,27-Aug-04,0.27,0.88,1.47,2.5
Dhoom,27-Aug-04,1.85,5.82,10.51,31.6
Fida,20-Aug-04,1.6,4.52,6.8,9.71
Kyun! Ho Gaya Na,13-Aug-04,1.27,3.86,5.8,7.88
Taarzan – The Wonder Car,6-Aug-04,0.67,2,3.01,4.26
Mujhse Shaadi Karogi,30-Jul-04,2.45,7.29,12.21,29.11
Julie,23-Jul-04,1.08,3.07,5.03,9.17
Asambhav,23-Jul-04,0.62,1.68,2.47,3.13
Gayab,16-Jul-04,1.38,3.95,5.74,7.11
Garv,9-Jul-04,1.92,5.42,8.77,14.38
Deewaar – Lets bring our heroes home,25-Jun-04,1.72,5.01,8.05,13.24
Lakshya,18-Jun-04,2.3,6.92,11.67,23.56
Dev,11-Jun-04,1.15,3.38,5.02,6.83
Girlfriend,11-Jun-04,0.44,1.31,2.04,3.94
Aan – Men at Work,4-Jun-04,1.4,3.98,6.12,9.27
Hum Tum,28-May-04,1.23,4.04,7.49,21.64
Yuva,21-May-04,1.61,4.96,8.13,14.25
Run,14-May-04,0.76,2.18,3.28,4.75
Lakeer,14-May-04,0.95,2.5,3.6,4.8
Main Hoon Na,30-Apr-04,2.72,8.03,14.57,36.2
Bardaasht,23-Apr-04,0.53,1.45,2.17,2.97
Krishna Cottage,16-Apr-04,0.66,1.87,2.81,3.99
Masti,9-Apr-04,1.8,5.47,9.13,20.28
Murder,2-Apr-04,1.03,2.95,5.27,15.01
Ab Tak Chhappan,27-Feb-04,0.68,0.22,3.76,8.68
Tum?,20-Feb-04,0.34,0.98,1.55,2.86
Kismat,20-Feb-04,0.69,1.97,3.02,4.91
I – Proud To Be An Indian,13-Feb-04,0.49,1.31,1.87,2.4
Rudraksh,13-Feb-04,1.22,3.25,4.7,5.9
Paap,30-Jan-04,0.46,1.21,1.8,2.5
Aetbaar,23-Jan-04,0.67,1.88,2.8,4.25
Khakee,23-Jan-04,2.05,6.1,10.81,25.79
Ek Hasina Thi,16-Jan-04,0.62,1.78,2.73,4.64
Plan,9-Jan-04,1.13,3.02,4.47,6.41
Chameli,9-Jan-04,0.44,1.39,2.13,3.2
Shikhar,30-Dec-05,1.21,3.62,5.27,6.62
Dosti – Friends Forever,23-Dec-05,1.28,3.55,5.58,8.77
Vaah! Life Ho Toh Aisi,23-Dec-05,0.86,2.51,3.8,5.84
Bluffmaster,16-Dec-05,1.6,5.21,8.56,18.28
Neal ‘n’ Nikki,9-Dec-05,1.05,2.98,4.4,6.06
Ek Ajnabee,9-Dec-05,1.1,3.12,4.68,6.94
Kalyug,9-Dec-05,0.68,1.97,3.18,7.21
Apaharan,2-Dec-05,1.9,5.63,8.9,15.66
Deewane Huye Paagal,25-Nov-05,2.24,6.49,10,15.17
Ek Khiladi Ek Haseena,18-Nov-05,0.98,2.68,3.94,4.74
Garam Masala,2-Nov-05,3.02,7.11,14.13,29
Kyon Ki,2-Nov-05,1.92,4.44,8.08,12.71
Shaadi No.1,2-Nov-05,1.82,4.37,7.63,11.49
Hanuman,21-Oct-05,0.25,0.9,1.58,5.38
Chocolate,16-Sep-05,0.85,2.42,3.7,6.64
Salaam Namaste,9-Sep-05,2.15,6.84,11.49,26.2
Aashiq Banaya Aapne,2-Sep-05,0.85,2.56,3.89,6.38
No Entry,26-Aug-05,1.72,7.98,14.08,44.72
Iqbal,26-Aug-05,0.13,0.52,0.98,3.86
Barsaat,19-Aug-05,1.59,4.46,6.78,9.91
Mangal Pandey – The Rising,12-Aug-05,3.24,9.59,17.37,27.86
Viruddh,22-Jul-05,1.17,3.65,5.89,10.07
Maine Pyaar Kyun Kiya,15-Jul-05,2.4,6.95,11.56,25.69
Fareb,8-Jul-05,0.14,0.34,0.54,0.74
Dus,8-Jul-05,2.92,8.22,12.82,23.29
Sarkar,1-Jul-05,2.43,6.86,11.57,24.84
Paheli,24-Jun-05,2.02,5.76,8.75,12.85
Bach Ke Rehna Re Baba,17-Jun-05,0.64,1.79,2.82,3.67
Parineeta,10-Jun-05,1.15,3.97,6.77,16.79
D – Underworld,3-Jun-05,1,2.8,4.23,5.94
Bunty Aur Babli,27-May-05,2.68,8.66,14.37,36.25
Naina,20-May-05,0.68,2.13,3.41,4.83
Jo Bole So Nihaal,13-May-05,1.6,4.32,6.7,8.22
Kyaa Kool Hai Hum,6-May-05,0.92,3.21,5.32,15.34
Kaal,29-Apr-05,2.71,7.53,11.45,19.09
Waqt – Race Against Time,22-Apr-05,1.91,5.78,9.37,20.25
Mumbai Xpress,15-Apr-05,0.45,1.38,2.16,3.5
Lucky – No Time For Love,6-Apr-05,2.32,6.57,10.15,15.94
Shabd,2-Apr-05,0.94,2.61,3.86,5.47
Tango Charlie,25-Mar-05,1.15,3.11,4.74,7.16
Zeher,25-Mar-05,0.64,2.06,3.45,7.34
Karam,12-Mar-05,0.77,2.22,3.41,4.95
Bewafaa,25-Feb-05,1.93,5.62,8.87,16.97
Jurm,18-Feb-05,0.76,2.13,3.18,4.24
Black,4-Feb-05,1.03,3.43,6.47,23.19
Blackmail,28-Jan-05,0.81,2.13,3.1,4.14
Kisna,21-Jan-05,1.49,4.22,6.59,8.22
Page 3,21-Jan-05,0.18,0.72,1.53,8.86
Elaan,14-Jan-05,1.16,3.06,4.65,7.52
Insan,14-Jan-05,0.92,2.41,3.72,6.58
Vaada,7-Jan-05,0.95,2.62,3.85,5.41
Bhagam Bhag,22-Dec-06,3.43,11.34,20.91,40.38
Kabul Express,15-Dec-06,1.49,4.87,7.21,11.7
Baabul,6-Dec-06,2.23,6.88,10.81,17.32
Dhoom 2,24-Nov-06,5.85,17.41,32,81.01
Vivah,10-Nov-06,0.83,2.84,5.63,31.56
Apna Sapna Money Money,10-Nov-06,1.94,5.7,8.83,14.4
Umrao Jaan,3-Nov-06,1.52,4.27,6.09,7.43
Don – The Chase Begins Again,20-Oct-06,4.65,14.18,24.44,50.35
Jaan-E-Mann,20-Oct-06,2.43,8.02,13.6,25.13
Woh Lamhe,29-Sep-06,0.82,2.68,4.18,6.8
Khosla Ka Ghosla,22-Sep-06,0.26,1.01,1.65,4.59
Rocky – The Rebel,22-Sep-06,0.41,1.33,1.83,2.16
Dor,22-Sep-06,0.14,0.51,0.9,2.7
Shiva,15-Sep-06,0.56,1.52,2.18,2.44
Pyaar Ke Side Effects,15-Sep-06,0.72,2.42,3.91,8.33
Naksha,8-Sep-06,1.39,3.76,5.43,6.61
Dil Diya Hai,8-Sep-06,0.51,1.44,2.06,2.31
Lage Raho Munnabhai,1-Sep-06,3.38,10.95,20.39,74.88
Aap Ki Khatir,25-Aug-06,1.24,3.59,5.33,6.39
Kabhi Alvida Naa Kehna,11-Aug-06,5.18,16.62,27.79,44.41
Anthony Kaun Hai?,4-Aug-06,1.31,3.52,4.98,6.17
Omkara,28-Jul-06,2.78,8.43,13.22,23.22
The Killer,21-Jul-06,0.99,2.73,3.88,4.65
Golmaal: Fun Unlimited,14-Jul-06,2.32,7.54,12.89,29.33
Corporate,7-Jul-06,1.17,3.69,5.89,10.32
Krrish,23-Jun-06,6,17.34,29.3,72.16
Phir Hera Pheri,9-Jun-06,3.28,9.86,17.75,40.8
Chup Chup Ke,9-Jun-06,1.28,4.18,7.08,13.75
Shaadi Se Pehle,4-Jun-06,1.52,4.53,6.92,10.2
Fanaa,26-May-06,3.96,11.74,20.32,51.87
Tom Dick and Harry,12-May-06,1.19,3.48,5.52,9.22
Tathastu,12-May-06,0.43,1.15,1.65,1.94
36 China Town,5-May-06,2.57,7.55,11.93,23.05
Darna Zaroori Hai,28-Apr-06,1.34,3.72,5.37,6.43
Gangster,28-Apr-06,1.07,3.47,5.82,12.67
Pyare Mohan,21-Apr-06,1.89,5.72,8.48,11.8
Humko Deewana Kar Gaye,14-Apr-06,1.9,5.41,8.44,14.13
Saawan – The Love Season,6-Apr-06,0.8,2.14,3.06,3.47
Being Cyrus,24-Mar-06,0.38,1.33,2.21,3.91
Malamaal Weekly,10-Mar-06,1.73,5.91,10.26,26.89
Teesri Aankh – The Hidden Camera,3-Mar-06,0.7,2.19,3.11,4.16
Taxi Number 9211,24-Feb-06,1.61,5.17,8.62,19.59
Fight Club – Members Only,17-Feb-06,1,2.8,4.02,5.48
Mere Jeevan Saathi,3-Feb-06,0.4,1.13,1.69,2.42
Aksar,3-Feb-06,0.95,2.85,4.64,8.58
Rang De Basanti,26-Jan-06,3.12,7.69,15.35,53.08
Zinda,12-Jan-06,1.3,3.63,5.92,10.17
Family – Ties of Blood,12-Jan-06,1.38,3.77,5.7,8.59
Jawani Diwani – A Youthful Joyride,6-Jan-06,0.94,2.58,3.7,4.72
Welcome,27-Dec-07,3.32,16.52,33.41,70.15
Taare Zameen Par,21-Dec-07,2.62,9.65,16.57,61.83
Dus Kahaniyaan,7-Dec-07,1.2,4.02,5.98,7.78
Aaja Nachle,30-Nov-07,1.85,6.16,9.03,14.07
Dhan Dhana Dhan Goal,23-Nov-07,2.05,6.43,9.55,13.87
Om Shanti Om,9-Nov-07,5.53,21.47,36.38,78.17
Good Boy Bad Boy,5-Nov-07,0.97,3.24,4.81,7.25
Jab We Met,26-Oct-07,1.75,6.82,11.8,31.06
Laaga Chunari Mein Daag,12-Oct-07,2.02,7.36,11.17,17.51
Bhool Bhulaiyaa,12-Oct-07,3.88,14.37,23.5,49.1
Johnny Gaddaar,28-Sep-07,0.54,1.87,2.83,4.05
Dhol,21-Sep-07,1.72,5.56,8.96,16.06
Saawariya,11-Sep-07,3,11.23,16.86,20.92
Darling,7-Sep-07,0.58,1.77,2.5,2.91
Dhamaal,7-Sep-07,2.38,8,13.65,32.51
Red,3-Sep-07,0.75,2.36,3.37,3.92
Ram Gopal Varma Ki Aag,31-Aug-07,1.72,4.96,6.98,7.39
Heyy Babyy,24-Aug-07,4.77,15.17,0,24.48
Buddha Mar Gaya,17-Aug-07,0.62,1.94,2.73,2.95
Chak De India,10-Aug-07,3.07,11.53,21.53,66.54
Gandhi My Father,3-Aug-07,0.46,1.58,2.37,3.42
Cash,3-Aug-07,3.73,11.08,15.9,18.57
Naqaab,13-Jul-07,2.31,7.1,10.26,12.69
Awarapan,29-Jun-07,0.79,2.88,4.47,7.76
Apne,29-Jun-07,1.89,6.22,10.34,22.07
Aap Ka Surroor – The Moviee,29-Jun-07,1.79,5.25,8.04,12.43
Jhoom Barabar Jhoom,15-Jun-07,4.47,13.93,20.53,27.27
The Train,8-Jun-07,0.96,3.08,4.37,5.11
Shakalaka Boom Boom,4-Jun-07,1.29,4.04,5.68,6.78
Fool n Final,1-Jun-07,2.63,8.19,12.47,17.82
Cheeni Kum,25-May-07,1,3.97,6.75,17.3
Shootout At Lokhandwala,25-May-07,3.46,10.68,16.72,29.73
Life In A… Metro,11-May-07,0.87,3.52,6.23,15.83
Ta Ra Rum Pum,27-Apr-07,3.66,11.42,18.05,38.45
Kya Love Story Hai,20-Apr-07,0.6,1.89,2.59,2.9
Big Brother,13-Apr-07,0.82,2.42,3.5,4.94
Bheja Fry,13-Apr-07,0.27,1.22,2.41,8.98
Provoked,6-Apr-07,0.28,0.9,1.45,2.41
Namastey London,23-Mar-07,2.83,9.04,15.69,37.29
Just Married,16-Mar-07,0,0,3.24,4.17
Hattrick,16-Mar-07,0.93,2.91,4.03,4.81
Nishabd,2-Mar-07,1.15,3.73,5.46,7.53
Nehlle Pe Dehlla,2-Mar-07,0.67,1.95,2.76,3.29
Honeymoon Travels Pvt Ltd.,23-Feb-07,1.17,3.84,6.09,11.62
Eklavya – The Royal Guard,16-Feb-07,3.19,9.65,13.97,18.88
Black Friday,9-Feb-07,0.47,1.78,2.88,4.76
Traffic Signal,2-Feb-07,1.04,3.52,5.45,8.48
Salaam-E-Ishq,26-Jan-07,4.19,11.15,16.26,22.68
Risk,19-Jan-07,0.55,1.78,2.45,2.83
Guru,12-Jan-07,3.37,11.14,18.7,45.49
Ghajini,25-Dec-08,0,0,55.16,114
Jumbo,25-Dec-08,0.33,1.16,1.66,2.53
Rab Ne Bana Di Jodi,12-Dec-08,6.76,24.32,41.79,84.68
Dil Kabaddi,5-Dec-08,0.6,2.14,3.27,3.84
Oye Lucky! Lucky Oye!,28-Nov-08,0.7,2.97,4.63,6.72
Yuvvraaj,21-Nov-08,2.88,9.02,12.94,16.89
Dostana,14-Nov-08,5.29,17.53,26.74,44.38
Emi,7-Nov-08,1.03,3.35,4.71,5.03
Fashion,29-Oct-08,2.44,6.78,14.4,26.46
Golmaal Returns,29-Oct-08,5.89,17.56,33.9,51.12
Heroes,24-Oct-08,2.09,6.78,10.38,12.63
Roadside Romeo,24-Oct-08,0.66,2.25,3.39,4.54
Karzzzz,17-Oct-08,2.05,6.24,9.06,10.34
Hello,10-Oct-08,1.97,6.27,9.7,12.11
Kidnap,2-Oct-08,4.88,9.89,15.84,20.5
Drona,2-Oct-08,1.79,4,7.67,8.97
Welcome to Sajjanpur,19-Sep-08,1.13,4.19,6.42,9.81
192,12-Sep-08,0.89,3.25,5.84,10.48
A Wednesday !,5-Sep-08,0.44,1.92,3.53,11.73
C Kkompany,29-Aug-08,0.73,2.28,3.14,3.49
Rock On!!,29-Aug-08,1.66,6.02,9.59,25.3
Phoonk,22-Aug-08,1.35,4.37,6.64,9.8
Mumbai Meri Jaan,22-Aug-08,0.44,1.57,2.44,3.54
God Tussi Great Ho,15-Aug-08,2.43,6.42,9.85,12.51
Bachna Ae Haseeno,15-Aug-08,4.87,13.15,20.07,36.19
Singh Is Kinng,8-Aug-08,7.24,25.53,39.38,67.91
Ugly Aur Pagli,1-Aug-08,1.32,4.53,6.68,7.13
Money Hai Toh Honey Hai,25-Jul-08,0.69,2.26,3.32,3.88
Mission Istaanbul,25-Jul-08,1.18,3.86,5.36,6.35
Kismat Konnection,18-Jul-08,3.41,11.45,16.81,22.77
Contract,18-Jul-08,0.58,1.9,2.54,2.66
Love Story 2 5 ,4-Jul-08,2.03,6.72,9.73,11.01
Jaane Tu… Ya Jaane Na,4-Jul-08,3.45,12.21,21.01,55.62
Thoda Pyaar Thoda Magic,27-Jun-08,3.34,11.52,16.85,21.67
De Taali,20-Jun-08,1.5,4.83,7.26,8.49
Mere Baap Pehle Aap,13-Jun-08,2.77,9.96,15.27,22.71
Sarkar Raj,6-Jun-08,4.97,16.42,23.83,34.31
Jannat,16-May-08,2.64,8.97,14.24,30.1
Bhoothnath,9-May-08,2.45,8.64,13.62,23.89
Mr. White Mr. Black,2-May-08,0.55,1.78,2.49,2.81
Tashan,25-Apr-08,3.92,1.22,18.68,29.35
Krazzy 4,11-Apr-08,2.73,8.96,13.59,19.59
U Me Aur Hum,11-Apr-08,2.21,7.59,12.08,20.98
One Two Three,28-Mar-08,2.15,7.53,11.46,17.12
Race,21-Mar-08,6.32,21.06,33.33,60.83
Black & White,7-Mar-08,0.55,2.01,3.32,5.31
Jodhaa Akbar,15-Feb-08,3.81,13.32,21.83,56.04
Mithya,8-Feb-08,0.48,1.79,2.99,5.19
Sunday,25-Jan-08,2.31,7.78,12.03,20.3
Halla Bol,11-Jan-08,1.87,6.28,9.27,12.75
Bolo Raam,31-Dec-09,0,0,0,0.41
Accident on Hill Road,31-Dec-09,0,0,0,0.72
"Raat Gayi, Baat Gayi?",31-Dec-09,0,0,0,0.64
3 Idiots,25-Dec-09,12.78,40.65,79.07,202.95
World Cupp 2 11,18-Dec-09,0,0,0,0.11
Paa,4-Dec-09,2.15,10.9,16,30.49
Radio,3-Dec-09,0,0,0,1.09
De Dana Dan,27-Nov-09,0,21.37,34.31,48.01
Marega Salaa,20-Nov-09,0,0,0,0.13
Kurbaan,20-Nov-09,0,11.43,17.34,27.09
Tum Mile,13-Nov-09,0,5.75,9.24,9.28
Aao Wish Karein,13-Nov-09,0,0,0,0.02
2 12 (English),12-Nov-09,0,0,0,63.75
Rocket Singh – Salesman Of The Year,12-Nov-09,0,8.6,13.81,16.55
Jail,6-Nov-09,0,0,0,7.69
Ajab Prem Ki Ghazab Kahani,6-Nov-09,6.64,22.52,35.83,64.6
London Dreams,30-Oct-09,0,14.6,23.36,28.96
Aladin,30-Oct-09,0,2.93,4.69,5.82
Main Aurr Mrs Khanna,16-Oct-09,1.64,4.42,6.86,7.4
Blue,16-Oct-09,5.83,18.07,29.72,38.55
All The Best,16-Oct-09,1.82,12.38,22.14,41.41
Acid Factory,9-Oct-09,0.61,1.93,3.76,3.8
Short Kut – The Con is On,7-Oct-09,1.37,4.48,6.51,7.69
Do Knot Disturb,2-Oct-09,3.63,9.22,13,16.93
Wake Up Sid,2-Oct-09,3.66,10.42,15.68,27.95
What’s Your Raashee?,25-Sep-09,1.61,5.95,8.62,10.13
Dil Bole Hadippa!,18-Sep-09,3.42,11.82,17.59,23.35
Wanted,18-Sep-09,5.1,15.57,33.63,60.24
Aagey Se Right,4-Sep-09,0.52,1.71,2.57,3.04
Fox,4-Sep-09,0.59,1.81,2.52,2.87
Quick Gun Murugun,28-Aug-09,0.27,0.93,1.37,1.87
Daddy Cool,28-Aug-09,0.86,2.79,3.99,4.44
Life Partner,14-Aug-09,1.58,5.79,9.86,20.67
Kaminey,14-Aug-09,4.39,14.82,24.6,41.52
Agyaat,7-Aug-09,1.23,3.57,5.18,5.33
Teree Sang,7-Aug-09,0.31,1.08,1.69,1.97
Love Aaj Kal,31-Jul-09,8.02,27.86,42.8,66.56
Luck,24-Jul-09,3.71,11.18,16.49,21.03
Partner,20-Jul-09,5.38,16.57,27.74,60.05
Jashnn,17-Jul-09,0.61,1.88,2.69,2.84
Kambakkht Ishq,3-Jul-09,7.42,22.62,33.1,47.09
New York,26-Jun-09,5.62,17.42,27.36,45.39
Paying Guests,19-Jun-09,1,3.33,4.64,5.55
Kal Kissne Dekha,12-Jun-09,1.03,3.34,4.75,5.67
99,15-May-09,0.76,2.97,4.56,10.78
8×1  Tasveer,3-Apr-09,1.89,6.15,9.16,15.41
Ek – The Power of One,27-Mar-09,1,3.22,4.71,6.31
Aa Dekhen Zara,27-Mar-09,0.85,2.85,4.23,6.16
Aloo Chaat,20-Mar-09,0.56,2,3.11,4.86
Jai Veeru,13-Mar-09,0.59,1.73,2.48,2.79
Gulaal,13-Mar-09,0.75,2.29,3.33,4.31
13B,6-Mar-09,0.88,3.1,4.77,7.37
Dhoondte Reh Jaoge,6-Mar-09,0,0,4.74,6.3
Delhi-6,20-Feb-09,4.77,15.43,22.2,30.7
Billu,13-Feb-09,3.78,12.05,17.53,22.92
Dev D,6-Feb-09,1.34,5.34,8.47,15.3
Luck By Chance,30-Jan-09,1.72,5.97,9.16,12.25
Raaz – The Mystery Continues,23-Jan-09,3.95,11.92,19.58,25.5
Chandni Chowk To China,16-Jan-09,5.57,17.87,25.37,29.46
Trump Card,1-Jan-09,0,0,0,0.02
Love com,1-Jan-09,0,0,0,0.17
Raja Ki Aayegi Baaraat,1-Jan-09,0.17,0.56,0.97,3.15
Shaabash! You Can Do It,1-Jan-09,0,0,0,0
Ada… a way of life,31-Dec-10,0,0,0,0.01
Toonpur Ka Superrhero,24-Dec-10,0,1.4,2.37,3.55
Isi Life Mein,24-Dec-10,0,0,0,1.65
Tees Maar Khan,24-Dec-10,13,38.25,49.75,60.91
Kaalo,17-Dec-10,0,0,0,0.6
332 Mumbai To India,17-Dec-10,0,0,0,0.25
Mirch,17-Dec-10,0,0,0,0.89
Payback,17-Dec-10,0,0,0,0.25
No Problem,10-Dec-10,4.5,16.5,23.43,28
Band Baaja Baaraat,10-Dec-10,0.95,5.2,9.4,17.08
Phas Gaye Re Obama,3-Dec-10,0.22,1.2,2.05,2.45
Rakht Charitra – 2,3-Dec-10,0,0,0,3.86
Khelein Hum Jee Jaan Sey,3-Dec-10,0,3.25,5.01,5.01
Khuda Kasam,26-Nov-10,0,0.36,0.57,1.51
Allah Ke Banday,26-Nov-10,0,0,0,0.52
Spanish Beauty/A Beautiful Wife,26-Nov-10,0,0,0,0.06
Break Ke Baad,26-Nov-10,3,10.5,15,17.64
Hisss,22-Nov-10,0,0,0,7.21
Diwangi Ne Had Kar Di,19-Nov-10,0,0,0,0.1
Guzaarish,19-Nov-10,4,15,22,29.32
Shahrukh Bola Khoobsurat Hai Tu,19-Nov-10,0,0,0,0.11
Dunno Y Na Jaane Kyun…,12-Nov-10,0,0,0,0.05
Ramaa – The Saviour,12-Nov-10,0,0,0,0.15
A Flat,12-Nov-10,0,0,0,0.37
Golmaal 3,5-Nov-10,8,33.58,62.19,106.34
Action Replayy,5-Nov-10,2.75,16.75,23.4,29.06
Musaa,29-Oct-10,0,0,0,0.02
Nakshatra,29-Oct-10,0,0,0,0.16
Maalik Ek,29-Oct-10,0,0,0,0.05
Daayen Ya Baayen,29-Oct-10,0,0,0,0.04
Dus Tola,22-Oct-10,0,0,0,0.11
Rakht Charitra – I,22-Oct-10,0,0,0,9.04
Jhootha Hi Sahi,22-Oct-10,0,5,7.49,10.91
Kajraare,15-Oct-10,0,0,0,0.01
Aakrosh,15-Oct-10,0,7.73,12.35,13.64
Knock Out,15-Oct-10,0,3.91,6.28,7.17
Ramayana – The Epic,15-Oct-10,0,0,0,0.36
Do Dooni Chaar,8-Oct-10,0,0,0,4.32
Lava Kusa,8-Oct-10,0,0,0,0.2
 ook: It’s Good To Be Bad,8-Oct-10,0,7,11.05,12.4
Khichdi – The Movie,1-Oct-10,0.75,3.58,5.04,5.1
Benny and Babloo,1-Oct-10,0,0,0,8.46
Robot,1-Oct-10,0,7.74,12.37,23.84
Anjaana Anjaani,1-Oct-10,7,20.51,33,40.29
Life Express,17-Sep-10,0,0,0,0.05
For Real,17-Sep-10,0,0,0,0.08
Dabangg,10-Sep-10,14.5,48.5,81,138.88
The Film Emotional Atyachar,3-Sep-10,0,0,0,0.98
Mallika,3-Sep-10,0,0,0,1.01
We Are Family,2-Sep-10,2.7,14.2,17.86,21.64
Gumshuda,27-Aug-10,0,0,0,0.05
Geng – The Adventure Begins,27-Aug-10,0,0,0,0.02
Hello Darling,27-Aug-10,0,0,0,2.97
Antardwand,27-Aug-10,0,0,0,0.25
Soch Lo,27-Aug-10,0,0,0,0.05
Aashayein,27-Aug-10,0,1.25,2.05,2.54
Madholal Keep Walking,27-Aug-10,0,0,0,0.06
Kis Hudh Tak…,20-Aug-10,0,0,0,0.01
Lafangey Parindey,20-Aug-10,0,10.5,17.25,21.77
And Once Again,20-Aug-10,0,0,0,0.12
PEEPLI [Live],13-Aug-10,0,16,22,30.41
Help,13-Aug-10,0,1.34,2.36,2.58
Aisha,6-Aug-10,3.65,13.43,17.4,17.55
Once Upon A Time In Mumbaai,30-Jul-10,6.05,22.01,34.2,55.47
Khatta Meetha,23-Jul-10,7,23,32.91,38.66
Lamhaa,16-Jul-10,0,6,8.45,9.08
Udaan,16-Jul-10,0,1.25,2.5,3.35
Tere Bin Laden,16-Jul-10,0.9,3.74,5.61,7.94
Milenge Milenge,9-Jul-10,2.24,7.54,10.45,11
Red Alert – The War Within,9-Jul-10,0,0,0,1.55
I Hate Luv Storys,2-Jul-10,7,23,33.13,43.17
Mr. Singh Mrs. Mehta,25-Jun-10,0,0,0,0.22
Krantiveer-The Revolution,25-Jun-10,0,0,0,0.76
www.Love.com,25-Jun-10,0,0,0,0.17
Raavan,18-Jun-10,0,16.5,23.58,29.17
The Camp,11-Jun-10,0,0,0,0.05
Ek Second… Jo Zindagi Badal De?,11-Jun-10,0,0,0,0.23
Raajneeti,4-Jun-10,10.5,33.63,56,93.66
Ashok Chakra,28-May-10,0,0,0,0.05
Kites,21-May-10,10.4,30.5,40.9,49.27
Admissions Open,14-May-10,0,0,0,0.07
Vroom,14-May-10,0,0,0,0.06
Kushti,14-May-10,0,0,0,0.43
Bumm Bumm Bole,14-May-10,0,0,0,1.09
Bal Hanuman 2,14-May-10,0,0,0,0.25
Badmaash Company,7-May-10,0,13.03,20.84,35.41
It’s a Wonderful Afterlife,7-May-10,0,0,0,1.09
Do Dilon Ke Khel Mein,6-May-10,0,0,0,0.03
Housefull,30-Apr-10,10,29.8,52.3,75.62
Chase,29-Apr-10,0,0,0,0.35
Kuchh Kariye,23-Apr-10,0,0,0,0.05
City Of Gold,23-Apr-10,0,0,0,2.01
Muskurake Dekh Zara,23-Apr-10,0,0,0,0.3
Apartment,23-Apr-10,0,0,0,0.21
Mumbai 118,23-Apr-10,0,0,0,0.11
Bird Idol,23-Apr-10,0,0,0,0.29
Paathshaala,16-Apr-10,0,5.25,8.35,21.62
Phoonk 2,16-Apr-10,0,0,0,7.5
Jaane Kahan Se Aayi Hai,9-Apr-10,0,2,3.22,4.57
The Japanese Wife,9-Apr-10,0,0,0,0.49
Prince,9-Apr-10,0,0,0,28.45
Tum Milo Toh Sahi,2-Apr-10,0,0,0,3.52
Sadiyaan,2-Apr-10,0,0,0,0.69
The Great Indian Butterfly,2-Apr-10,0,0,0,0.04
Pankh,2-Apr-10,0,0.17,0.17,0.21
My Friend Ganesha 3,26-Mar-10,0,0,0,0.23
Well Done Abba,26-Mar-10,0,0,0,3.74
Prem Kaa Game,26-Mar-10,0,0,0,0
Hum Tum Aur Ghost,26-Mar-10,0,2.5,0,5.09
Mittal V/S Mittal,26-Mar-10,0,0,0,0.2
Lahore,19-Mar-10,0,0,0,1.05
Idiot Box,19-Mar-10,0,0,0,0.03
Shaapit,19-Mar-10,0,0,6.05,9.48
Love Sex Aur Dhokha,19-Mar-10,0,4.25,6.4,9.78
Na Ghar Ke Na Ghaat Ke,12-Mar-10,0,0,0,0.82
Swaha,12-Mar-10,0,0,0,0.01
Right Yaaa Wrong,12-Mar-10,0,1.93,3.07,4.11
Hide & Seek,12-Mar-10,0,0,0,0.56
Atithi Tum Kab Jaoge?,5-Mar-10,0,11.86,18.93,41.12
Rokkk,5-Mar-10,0,0,0,0.93
Thanks Maa,5-Mar-10,0,0,0,0.11
Hello Zindagi,5-Mar-10,0,0,0,0.01
Teen Patti,26-Feb-10,0,3.84,6.11,6.77
Karthik Calling Karthik,26-Feb-10,0,8.92,14.27,26.92
Toh Baat Pakki,19-Feb-10,0,0,0,4.24
Click,19-Feb-10,0,0,0,2.46
My Name Is Khan,12-Feb-10,8,30,48.45,82.52
"Road, Movie",5-Feb-10,0,0.83,1.32,2.23
Phaans – Ek Jasoos Ki Kahani,5-Feb-10,0,0,0,0.01
Striker,5-Feb-10,0,0.8,0,0.84
Rann,29-Jan-10,0,4.73,7.55,7.85
Ishqiya,29-Jan-10,0,9.33,13.22,28.55
Veer,22-Jan-10,7,19.57,31.82,46
Chance Pe Dance,15-Jan-10,0,6,9.55,20.62
Bhavnao Ko Samjho,15-Jan-10,0,0,0,0.02
Hello Hum Lallann Bol Rahe Hain,15-Jan-10,0,0,0,0.03
Mission 11 Jul,15-Jan-10,0,0,0,0.02
Dulha Mil Gaya,8-Jan-10,0,0,0,4.15
Pyaar Impossible,8-Jan-10,0,2.96,4.75,6.27
Ek Aadat,30-Nov-09,0,0,0,0.01
Kya Yahi Sach Hai,30-Dec-11,0,0,0.19,0.2
Don Ke Baad Kaun?,23-Dec-11,0,0,0,0.06
Don 2,23-Dec-11,15.3,48.39,75.51,106.71
Pappu Can’t Dance Saala,16-Dec-11,0,0,0,0.37
Faraar,16-Dec-11,0,0,0,0
